player,hard_last_5_win_rate,hard_last_10_win_rate,hard_surface_last_10_win_rate,hard_days_since_last_match,hard_matches_last_14_days,hard_matches_last_3_days,hard_minutes_last_7_days,hard_sets_last_7_days,hard_retired_last_match,hard_retirements_last_90_days,hard_walkovers_last_90_days,hard_ace_rate,hard_double_fault_rate,hard_first_serve_points_won,hard_second_serve_points_won,hard_return_points_won,hard_break_points_saved,hard_break_points_converted,hard_last_10_ace_rate,hard_surface_last_10_ace_rate,hard_last_10_double_fault_rate,hard_surface_last_10_double_fault_rate,hard_last_10_first_serve_points_won,hard_surface_last_10_first_serve_points_won,hard_last_10_second_serve_points_won,hard_surface_last_10_second_serve_points_won,hard_last_10_return_points_won,hard_surface_last_10_return_points_won,hard_last_10_break_points_saved,hard_surface_last_10_break_points_saved,hard_last_10_break_points_converted,hard_surface_last_10_break_points_converted,clay_last_5_win_rate,clay_last_10_win_rate,clay_surface_last_10_win_rate,clay_days_since_last_match,clay_matches_last_14_days,clay_matches_last_3_days,clay_minutes_last_7_days,clay_sets_last_7_days,clay_retired_last_match,clay_retirements_last_90_days,clay_walkovers_last_90_days,clay_ace_rate,clay_double_fault_rate,clay_first_serve_points_won,clay_second_serve_points_won,clay_return_points_won,clay_break_points_saved,clay_break_points_converted,clay_last_10_ace_rate,clay_surface_last_10_ace_rate,clay_last_10_double_fault_rate,clay_surface_last_10_double_fault_rate,clay_last_10_first_serve_points_won,clay_surface_last_10_first_serve_points_won,clay_last_10_second_serve_points_won,clay_surface_last_10_second_serve_points_won,clay_last_10_return_points_won,clay_surface_last_10_return_points_won,clay_last_10_break_points_saved,clay_surface_last_10_break_points_saved,clay_last_10_break_points_converted,clay_surface_last_10_break_points_converted,grass_last_5_win_rate,grass_last_10_win_rate,grass_surface_last_10_win_rate,grass_days_since_last_match,grass_matches_last_14_days,grass_matches_last_3_days,grass_minutes_last_7_days,grass_sets_last_7_days,grass_retired_last_match,grass_retirements_last_90_days,grass_walkovers_last_90_days,grass_ace_rate,grass_double_fault_rate,grass_first_serve_points_won,grass_second_serve_points_won,grass_return_points_won,grass_break_points_saved,grass_break_points_converted,grass_last_10_ace_rate,grass_surface_last_10_ace_rate,grass_last_10_double_fault_rate,grass_surface_last_10_double_fault_rate,grass_last_10_first_serve_points_won,grass_surface_last_10_first_serve_points_won,grass_last_10_second_serve_points_won,grass_surface_last_10_second_serve_points_won,grass_last_10_return_points_won,grass_surface_last_10_return_points_won,grass_last_10_break_points_saved,grass_surface_last_10_break_points_saved,grass_last_10_break_points_converted,grass_surface_last_10_break_points_converted,carpet_last_5_win_rate,carpet_last_10_win_rate,carpet_surface_last_10_win_rate,carpet_days_since_last_match,carpet_matches_last_14_days,carpet_matches_last_3_days,carpet_minutes_last_7_days,carpet_sets_last_7_days,carpet_retired_last_match,carpet_retirements_last_90_days,carpet_walkovers_last_90_days,carpet_ace_rate,carpet_double_fault_rate,carpet_first_serve_points_won,carpet_second_serve_points_won,carpet_return_points_won,carpet_break_points_saved,carpet_break_points_converted,carpet_last_10_ace_rate,carpet_surface_last_10_ace_rate,carpet_last_10_double_fault_rate,carpet_surface_last_10_double_fault_rate,carpet_last_10_first_serve_points_won,carpet_surface_last_10_first_serve_points_won,carpet_last_10_second_serve_points_won,carpet_surface_last_10_second_serve_points_won,carpet_last_10_return_points_won,carpet_surface_last_10_return_points_won,carpet_last_10_break_points_saved,carpet_surface_last_10_break_points_saved,carpet_last_10_break_points_converted,carpet_surface_last_10_break_points_converted
Casper Ruud,0.6,0.6,0.5,1,4,4,418.0,9,0,1,0,0.06905819447194952,0.02880018106204204,0.7230142566191446,0.5429502852485738,0.3735549337177422,0.6388235294117647,0.3990086741016109,0.05710497747363467,0.10434821549447479,0.023896547715364723,0.020938603205269142,0.7002381831480192,0.7129768992536474,0.5724642903551355,0.5581176612001264,0.3960857043622852,0.2966497812278949,0.6613095238095238,0.7809415584415584,0.36083333333333334,0.25547619047619047,0.6,0.6,0.6,1,4,4,418.0,9,0,1,0,0.06905819447194952,0.02880018106204204,0.7230142566191446,0.5429502852485738,0.3735549337177422,0.6388235294117647,0.3990086741016109,0.05710497747363467,0.055930685345344386,0.023896547715364723,0.025636527504125,0.7002381831480192,0.6855564702303834,0.5724642903551355,0.5563478882387334,0.3960857043622852,0.4340920689093741,0.6613095238095238,0.5604761904761905,0.36083333333333334,0.42416666666666664,0.6,0.6,0.4,1,4,4,418.0,9,0,1,0,0.06905819447194952,0.02880018106204204,0.7230142566191446,0.5429502852485738,0.3735549337177422,0.6388235294117647,0.3990086741016109,0.05710497747363467,0.08563287551736834,0.023896547715364723,0.049528977313019515,0.7002381831480192,0.7516223963572173,0.5724642903551355,0.5050852632643256,0.3960857043622852,0.3552809395004246,0.6613095238095238,0.5656102231102231,0.36083333333333334,0.3752292152292152,0.6,0.6,0.0,1,4,4,418.0,9,0,1,0,0.06905819447194952,0.02880018106204204,0.7230142566191446,0.5429502852485738,0.3735549337177422,0.6388235294117647,0.3990086741016109,0.05710497747363467,0.0,0.023896547715364723,0.0,0.7002381831480192,0.0,0.5724642903551355,0.0,0.3960857043622852,0.0,0.6613095238095238,0.0,0.36083333333333334,0.0
Cayetano March,0.5,0.5,0.5,1511,0,0,0.0,0,0,0,0,0.0,0.047619047619047616,0.5714285714285714,0.2857142857142857,0.15151515151515152,0.5,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07575757575757576,0.07575757575757576,0.25,0.25,0.0,0.0,0.5,0.5,0.0,1511,0,0,0.0,0,0,0,0,0.0,0.047619047619047616,0.5714285714285714,0.2857142857142857,0.15151515151515152,0.5,0.0,0.0,0.0,0.023809523809523808,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.07575757575757576,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,1511,0,0,0.0,0,0,0,0,0.0,0.047619047619047616,0.5714285714285714,0.2857142857142857,0.15151515151515152,0.5,0.0,0.0,0.0,0.023809523809523808,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.07575757575757576,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,1511,0,0,0.0,0,0,0,0,0.0,0.047619047619047616,0.5714285714285714,0.2857142857142857,0.15151515151515152,0.5,0.0,0.0,0.0,0.023809523809523808,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.07575757575757576,0.0,0.25,0.0,0.0,0.0
Cecil Mamiit,0.0,0.2,0.3333333333333333,5333,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5333,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5333,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5333,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedrik Marcel Stebe,0.2,0.3,0.4,1536,0,0,0.0,0,0,0,0,0.04775876120619397,0.038141809290953545,0.6504108136761197,0.46824724809483487,0.37971304637971304,0.5558823529411765,0.3897707231040564,0.08169759892296315,0.08447089816514063,0.04236018017409093,0.037803948766799336,0.7034543001160778,0.7177400144017921,0.4133969149878842,0.48228350343969006,0.33932067172565905,0.3240001304823073,0.4625,0.5136217948717949,0.32186274509803925,0.2961484593837535,0.2,0.3,0.5,1536,0,0,0.0,0,0,0,0,0.04775876120619397,0.038141809290953545,0.6504108136761197,0.46824724809483487,0.37971304637971304,0.5558823529411765,0.3897707231040564,0.08169759892296315,0.03342827285543251,0.04236018017409093,0.02775293959649718,0.7034543001160778,0.642478244794843,0.4133969149878842,0.48012236555714816,0.33932067172565905,0.39129261356511097,0.4625,0.5297115384615385,0.32186274509803925,0.37375,0.2,0.3,0.2222222222222222,1536,0,0,0.0,0,0,0,0,0.04775876120619397,0.038141809290953545,0.6504108136761197,0.46824724809483487,0.37971304637971304,0.5558823529411765,0.3897707231040564,0.08169759892296315,0.05143921435594397,0.04236018017409093,0.04318896732303061,0.7034543001160778,0.676356294848042,0.4133969149878842,0.44501306370501414,0.33932067172565905,0.3542567351150711,0.4625,0.6146418396418396,0.32186274509803925,0.2889978213507625,0.2,0.3,0.0,1536,0,0,0.0,0,0,0,0,0.04775876120619397,0.038141809290953545,0.6504108136761197,0.46824724809483487,0.37971304637971304,0.5558823529411765,0.3897707231040564,0.08169759892296315,0.0,0.04236018017409093,0.0,0.7034543001160778,0.0,0.4133969149878842,0.0,0.33932067172565905,0.0,0.4625,0.0,0.32186274509803925,0.0
Cem Ilkel,0.2,0.3,0.4,587,0,0,0.0,0,0,0,0,0.056366585563665854,0.032846715328467155,0.657859078590786,0.47878787878787876,0.3410526315789474,0.5278969957081545,0.39490445859872614,0.048974238891626776,0.06331294196035507,0.02549818744940696,0.03855483923608398,0.47351325288039287,0.6914215501937244,0.3703971467129362,0.5066471467129362,0.24165757234929566,0.3357564833457748,0.3066919191919192,0.4150252525252525,0.21404761904761904,0.3354761904761905,0.2,0.3,0.0,587,0,0,0.0,0,0,0,0,0.056366585563665854,0.032846715328467155,0.657859078590786,0.47878787878787876,0.3410526315789474,0.5278969957081545,0.39490445859872614,0.048974238891626776,0.01667181255998664,0.02549818744940696,0.013766564671208676,0.47351325288039287,0.4138376611906024,0.3703971467129362,0.31872082166199817,0.24165757234929566,0.2558567591537255,0.3066919191919192,0.3220255348516218,0.21404761904761904,0.264978354978355,0.2,0.3,0.0,587,0,0,0.0,0,0,0,0,0.056366585563665854,0.032846715328467155,0.657859078590786,0.47878787878787876,0.3410526315789474,0.5278969957081545,0.39490445859872614,0.048974238891626776,0.10309538213349466,0.02549818744940696,0.02769459568461383,0.47351325288039287,0.8127917833800186,0.3703971467129362,0.5520833333333334,0.24165757234929566,0.2465649979193786,0.3066919191919192,0.27777777777777773,0.21404761904761904,0.2222222222222222,0.2,0.3,0.0,587,0,0,0.0,0,0,0,0,0.056366585563665854,0.032846715328467155,0.657859078590786,0.47878787878787876,0.3410526315789474,0.5278969957081545,0.39490445859872614,0.048974238891626776,0.0,0.02549818744940696,0.0,0.47351325288039287,0.0,0.3703971467129362,0.0,0.24165757234929566,0.0,0.3066919191919192,0.0,0.21404761904761904,0.0
Cesar Cruz,0.2,0.1111111111111111,0.14285714285714285,222,0,0,0.0,0,0,0,0,0.009345794392523364,0.04672897196261682,0.6231884057971014,0.39473684210526316,0.34831460674157305,0.7142857142857143,0.4,0.0010384215991692627,0.0,0.005192107995846313,0.0,0.06924315619967794,0.0,0.043859649122807015,0.0,0.0387016229712859,0.0,0.07936507936507936,0.0,0.044444444444444446,0.0,0.2,0.1111111111111111,0.0,222,0,0,0.0,0,0,0,0,0.009345794392523364,0.04672897196261682,0.6231884057971014,0.39473684210526316,0.34831460674157305,0.7142857142857143,0.4,0.0010384215991692627,0.004672897196261682,0.005192107995846313,0.02336448598130841,0.06924315619967794,0.3115942028985507,0.043859649122807015,0.19736842105263158,0.0387016229712859,0.17415730337078653,0.07936507936507936,0.35714285714285715,0.044444444444444446,0.2,0.2,0.1111111111111111,0.0,222,0,0,0.0,0,0,0,0,0.009345794392523364,0.04672897196261682,0.6231884057971014,0.39473684210526316,0.34831460674157305,0.7142857142857143,0.4,0.0010384215991692627,0.0,0.005192107995846313,0.0,0.06924315619967794,0.0,0.043859649122807015,0.0,0.0387016229712859,0.0,0.07936507936507936,0.0,0.044444444444444446,0.0,0.2,0.1111111111111111,0.0,222,0,0,0.0,0,0,0,0,0.009345794392523364,0.04672897196261682,0.6231884057971014,0.39473684210526316,0.34831460674157305,0.7142857142857143,0.4,0.0010384215991692627,0.0,0.005192107995846313,0.0,0.06924315619967794,0.0,0.043859649122807015,0.0,0.0387016229712859,0.0,0.07936507936507936,0.0,0.044444444444444446,0.0
Cesar Ramirez,0.2,0.3,0.0,4402,0,0,0.0,0,0,0,0,0.044444444444444446,0.044444444444444446,0.49295774647887325,0.05263157894736842,0.24675324675324675,0.4444444444444444,0.0,0.009104403760514596,0.0,0.009104403760514596,0.0,0.09841269841269842,0.0,0.0125,0.0,0.04939271255060729,0.0,0.075,0.0,0.0,0.0,0.2,0.3,0.4,4402,0,0,0.0,0,0,0,0,0.044444444444444446,0.044444444444444446,0.49295774647887325,0.05263157894736842,0.24675324675324675,0.4444444444444444,0.0,0.009104403760514596,0.009104403760514596,0.009104403760514596,0.009104403760514596,0.09841269841269842,0.09841269841269842,0.0125,0.0125,0.04939271255060729,0.04939271255060729,0.075,0.075,0.0,0.0,0.2,0.3,0.0,4402,0,0,0.0,0,0,0,0,0.044444444444444446,0.044444444444444446,0.49295774647887325,0.05263157894736842,0.24675324675324675,0.4444444444444444,0.0,0.009104403760514596,0.0,0.009104403760514596,0.0,0.09841269841269842,0.0,0.0125,0.0,0.04939271255060729,0.0,0.075,0.0,0.0,0.0,0.2,0.3,0.0,4402,0,0,0.0,0,0,0,0,0.044444444444444446,0.044444444444444446,0.49295774647887325,0.05263157894736842,0.24675324675324675,0.4444444444444444,0.0,0.009104403760514596,0.0,0.009104403760514596,0.0,0.09841269841269842,0.0,0.0125,0.0,0.04939271255060729,0.0,0.075,0.0,0.0,0.0
Cezar Cretu,1.0,1.0,1.0,447,0,0,0.0,0,0,0,0,0.09223300970873786,0.038834951456310676,0.648,0.5185185185185185,0.3854166666666667,0.631578947368421,0.38095238095238093,0.06163522012578617,0.06163522012578617,0.02591194968553459,0.02591194968553459,0.4333333333333333,0.4333333333333333,0.34552845528455284,0.34552845528455284,0.25719561203432173,0.25719561203432173,0.4259259259259259,0.4259259259259259,0.2545454545454546,0.2545454545454546,1.0,1.0,0.0,447,0,0,0.0,0,0,0,0,0.09223300970873786,0.038834951456310676,0.648,0.5185185185185185,0.3854166666666667,0.631578947368421,0.38095238095238093,0.06163522012578617,0.0,0.02591194968553459,0.0,0.4333333333333333,0.0,0.34552845528455284,0.0,0.25719561203432173,0.0,0.4259259259259259,0.0,0.2545454545454546,0.0,1.0,1.0,0.0,447,0,0,0.0,0,0,0,0,0.09223300970873786,0.038834951456310676,0.648,0.5185185185185185,0.3854166666666667,0.631578947368421,0.38095238095238093,0.06163522012578617,0.0,0.02591194968553459,0.0,0.4333333333333333,0.0,0.34552845528455284,0.0,0.25719561203432173,0.0,0.4259259259259259,0.0,0.2545454545454546,0.0,1.0,1.0,0.0,447,0,0,0.0,0,0,0,0,0.09223300970873786,0.038834951456310676,0.648,0.5185185185185185,0.3854166666666667,0.631578947368421,0.38095238095238093,0.06163522012578617,0.0,0.02591194968553459,0.0,0.4333333333333333,0.0,0.34552845528455284,0.0,0.25719561203432173,0.0,0.4259259259259259,0.0,0.2545454545454546,0.0
Chak Lam Coleman Wong,0.0,0.0,0.0,843,0,0,0.0,0,0,0,0,0.075,0.05,0.6956521739130435,0.47058823529411764,0.2857142857142857,0.625,0.3333333333333333,0.075,0.075,0.05,0.05,0.6956521739130435,0.6956521739130435,0.47058823529411764,0.47058823529411764,0.2857142857142857,0.2857142857142857,0.625,0.625,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,843,0,0,0.0,0,0,0,0,0.075,0.05,0.6956521739130435,0.47058823529411764,0.2857142857142857,0.625,0.3333333333333333,0.075,0.0,0.05,0.0,0.6956521739130435,0.0,0.47058823529411764,0.0,0.2857142857142857,0.0,0.625,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,843,0,0,0.0,0,0,0,0,0.075,0.05,0.6956521739130435,0.47058823529411764,0.2857142857142857,0.625,0.3333333333333333,0.075,0.0,0.05,0.0,0.6956521739130435,0.0,0.47058823529411764,0.0,0.2857142857142857,0.0,0.625,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,843,0,0,0.0,0,0,0,0,0.075,0.05,0.6956521739130435,0.47058823529411764,0.2857142857142857,0.625,0.3333333333333333,0.075,0.0,0.05,0.0,0.6956521739130435,0.0,0.47058823529411764,0.0,0.2857142857142857,0.0,0.625,0.0,0.3333333333333333,0.0
Charalampos Kapogiannis,0.0,0.0,0.0,4402,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Broom,0.0,0.0,0.0,661,0,0,0.0,0,0,0,0,0.04371584699453552,0.03278688524590164,0.6141732283464567,0.48214285714285715,0.35911602209944754,0.6296296296296297,0.2857142857142857,0.043369175627240145,0.0,0.032974910394265235,0.0,0.614516129032258,0.0,0.47419354838709676,0.0,0.3611384312761249,0.0,0.625,0.0,0.29166666666666663,0.0,0.0,0.0,0.0,661,0,0,0.0,0,0,0,0,0.04371584699453552,0.03278688524590164,0.6141732283464567,0.48214285714285715,0.35911602209944754,0.6296296296296297,0.2857142857142857,0.043369175627240145,0.0,0.032974910394265235,0.0,0.614516129032258,0.0,0.47419354838709676,0.0,0.3611384312761249,0.0,0.625,0.0,0.29166666666666663,0.0,0.0,0.0,0.0,661,0,0,0.0,0,0,0,0,0.04371584699453552,0.03278688524590164,0.6141732283464567,0.48214285714285715,0.35911602209944754,0.6296296296296297,0.2857142857142857,0.043369175627240145,0.043369175627240145,0.032974910394265235,0.032974910394265235,0.614516129032258,0.614516129032258,0.47419354838709676,0.47419354838709676,0.3611384312761249,0.3611384312761249,0.625,0.625,0.29166666666666663,0.29166666666666663,0.0,0.0,0.0,661,0,0,0.0,0,0,0,0,0.04371584699453552,0.03278688524590164,0.6141732283464567,0.48214285714285715,0.35911602209944754,0.6296296296296297,0.2857142857142857,0.043369175627240145,0.0,0.032974910394265235,0.0,0.614516129032258,0.0,0.47419354838709676,0.0,0.3611384312761249,0.0,0.625,0.0,0.29166666666666663,0.0
Chase Buchanan,0.0,0.0,0.0,4274,0,0,0.0,0,0,0,0,0.06837606837606838,0.042735042735042736,0.7012987012987013,0.475,0.3684210526315789,0.42857142857142855,0.45454545454545453,0.06837606837606838,0.06837606837606838,0.042735042735042736,0.042735042735042736,0.7012987012987013,0.7012987012987013,0.475,0.475,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,4274,0,0,0.0,0,0,0,0,0.06837606837606838,0.042735042735042736,0.7012987012987013,0.475,0.3684210526315789,0.42857142857142855,0.45454545454545453,0.06837606837606838,0.0,0.042735042735042736,0.0,0.7012987012987013,0.0,0.475,0.0,0.3684210526315789,0.0,0.42857142857142855,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,4274,0,0,0.0,0,0,0,0,0.06837606837606838,0.042735042735042736,0.7012987012987013,0.475,0.3684210526315789,0.42857142857142855,0.45454545454545453,0.06837606837606838,0.0,0.042735042735042736,0.0,0.7012987012987013,0.0,0.475,0.0,0.3684210526315789,0.0,0.42857142857142855,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,4274,0,0,0.0,0,0,0,0,0.06837606837606838,0.042735042735042736,0.7012987012987013,0.475,0.3684210526315789,0.42857142857142855,0.45454545454545453,0.06837606837606838,0.0,0.042735042735042736,0.0,0.7012987012987013,0.0,0.475,0.0,0.3684210526315789,0.0,0.42857142857142855,0.0,0.45454545454545453,0.0
Cheng Yu Yu,0.0,0.0,0.0,3001,0,0,0.0,0,0,0,0,0.03225806451612903,0.043010752688172046,0.6981132075471698,0.45,0.345679012345679,0.5833333333333334,0.75,0.03225806451612903,0.03225806451612903,0.043010752688172046,0.043010752688172046,0.6981132075471698,0.6981132075471698,0.45,0.45,0.345679012345679,0.345679012345679,0.5833333333333334,0.5833333333333334,0.75,0.75,0.0,0.0,0.0,3001,0,0,0.0,0,0,0,0,0.03225806451612903,0.043010752688172046,0.6981132075471698,0.45,0.345679012345679,0.5833333333333334,0.75,0.03225806451612903,0.0,0.043010752688172046,0.0,0.6981132075471698,0.0,0.45,0.0,0.345679012345679,0.0,0.5833333333333334,0.0,0.75,0.0,0.0,0.0,0.0,3001,0,0,0.0,0,0,0,0,0.03225806451612903,0.043010752688172046,0.6981132075471698,0.45,0.345679012345679,0.5833333333333334,0.75,0.03225806451612903,0.0,0.043010752688172046,0.0,0.6981132075471698,0.0,0.45,0.0,0.345679012345679,0.0,0.5833333333333334,0.0,0.75,0.0,0.0,0.0,0.0,3001,0,0,0.0,0,0,0,0,0.03225806451612903,0.043010752688172046,0.6981132075471698,0.45,0.345679012345679,0.5833333333333334,0.75,0.03225806451612903,0.0,0.043010752688172046,0.0,0.6981132075471698,0.0,0.45,0.0,0.345679012345679,0.0,0.5833333333333334,0.0,0.75,0.0
Cheuk Wai Hui,0.0,0.0,0.0,5893,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chieh Fu Wang,0.6666666666666666,0.6666666666666666,0.6666666666666666,3870,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3870,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3870,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3870,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ching Lam,0.0,0.0,0.0,2239,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brandi,0.6666666666666666,0.6666666666666666,0.6666666666666666,5403,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,5403,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,5403,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,5403,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Guccione,0.4,0.3,0.2857142857142857,4329,0,0,0.0,0,0,0,0,0.14728682170542637,0.03488372093023256,0.7819706498951782,0.468013468013468,0.28251748251748254,0.7115384615384616,0.36666666666666664,0.1411714265241735,0.1640105752196511,0.036286850712704384,0.045596731075389405,0.7260290109118474,0.818797425021026,0.438192937134423,0.4743002020507117,0.28078853612498894,0.34960423193499585,0.5170238095238096,0.5719387755102041,0.37333333333333335,0.5333333333333333,0.4,0.3,0.0,4329,0,0,0.0,0,0,0,0,0.14728682170542637,0.03488372093023256,0.7819706498951782,0.468013468013468,0.28251748251748254,0.7115384615384616,0.36666666666666664,0.1411714265241735,0.0,0.036286850712704384,0.0,0.7260290109118474,0.0,0.438192937134423,0.0,0.28078853612498894,0.0,0.5170238095238096,0.0,0.37333333333333335,0.0,0.4,0.3,0.25,4329,0,0,0.0,0,0,0,0,0.14728682170542637,0.03488372093023256,0.7819706498951782,0.468013468013468,0.28251748251748254,0.7115384615384616,0.36666666666666664,0.1411714265241735,0.11398698275296741,0.036286850712704384,0.010922847399829497,0.7260290109118474,0.5755103668261563,0.438192937134423,0.40338802373007043,0.28078853612498894,0.14319423745653254,0.5170238095238096,0.4916666666666667,0.37333333333333335,0.0,0.4,0.3,0.0,4329,0,0,0.0,0,0,0,0,0.14728682170542637,0.03488372093023256,0.7819706498951782,0.468013468013468,0.28251748251748254,0.7115384615384616,0.36666666666666664,0.1411714265241735,0.0,0.036286850712704384,0.0,0.7260290109118474,0.0,0.438192937134423,0.0,0.28078853612498894,0.0,0.5170238095238096,0.0,0.37333333333333335,0.0
